"id","cate_id","food_name","alias_name","english_name","edible_part","water","energy","protein","fat","cholesterol","ash","carbohydrate","dietary_fiber","carotene","vitamin_a","vitamin_e","thiamin","riboflavin","niacin","vitamin_c","calcium","phosphorus","potassium","sodium","magnesium","iron","zinc","selenium","copper","manganese","iodine","sfa","mufa","pufa","fatty_acids_total"
"356","42","花豆(干，红)","","","100%","14.8g","1439kJ","19.1g","1.3g","","2.1g","62.7g","","430.0μg","","—","0.25mg","","3.00mg","","38mg","48mg","358mg","12.5mg","17mg","0.3mg","1.27mg","19.00μg","0.94mg","1.22mg","","—","—","—","—"
"357","42","花豆(干，紫)","","","97%","13.2g","1463kJ","17.2g","1.4g","","2.4g","65.8g","","280.0μg","","—","0.14mg","","2.70mg","","221mg","169mg","641mg","19.6mg","120mg","5.9mg","3.40mg","74.10μg","0.92mg","1.08mg","","—","—","—","—"
"358","42","芸豆(干，白)","","","100%","14.4g","1422kJ","23.4g","1.4g","","3.6g","57.2g","","","","—","0.18mg","0.26mg","2.40mg","","","","","","","","","","","","","—","—","—","—"
"359","42","芸豆(干，红)","","","100%","11.1g","1474kJ","21.4g","1.3g","","3.7g","62.5g","","180.0μg","","—","0.18mg","0.09mg","2.00mg","","176mg","218mg","1215mg","0.6mg","164mg","5.4mg","2.07mg","4.60μg","0.83mg","1.43mg","","—","—","—","—"
"360","42","芸豆(干，虎皮)","","","100%","10.2g","1478kJ","22.5g","0.9g","","3.9g","62.5g","","","","—","0.37mg","0.28mg","2.10mg","","156mg","66mg","809mg","3.3mg","31mg","1.7mg","1.20mg","9.80μg","0.53mg","1.02mg","","—","—","—","—"
"361","42","芸豆(干，杂，带皮)","","","100%","9.8g","1479kJ","22.4g","0.6g","","3.9g","63.3g","","","","—","","","","","349mg","386mg","1058mg","10.5mg","197mg","8.7mg","2.22mg","14.00μg","1.11mg","1.46mg","","—","—","—","—"
"362","43","蚕豆(带皮)","","","93%","11.5g","1477kJ","24.6g","1.1g","","2.9g","59.9g","","50.0μg","","—","0.13mg","0.23mg","2.20mg","","49mg","339mg","992mg","21.2mg","113mg","2.9mg","4.76mg","4.30μg","0.64mg","1.00mg","","17.4%","23.3%","58.8%","99.5%"
"363","43","蚕豆(去皮)","","","100%","11.3g","1492kJ","25.4g","1.6g","","2.8g","58.9g","","300.0μg","","—","0.20mg","0.20mg","2.50mg","","54mg","181mg","801mg","2.2mg","94mg","2.5mg","3.32mg","4.80μg","1.17mg","0.96mg","","17.4%","23.3%","58.8%","99.5%"
"364","44","扁豆(干)","","","100%","9.9g","1497kJ","25.3g","0.4g","","2.5g","61.9g","","30.0μg","","—","0.26mg","0.45mg","2.60mg","","137mg","218mg","439mg","2.3mg","92mg","19.2mg","1.90mg","32.00μg","1.27mg","1.19mg","","—","—","—","—"
"365","44","扁豆(干，白)","","","100%","19.4g","1316kJ","19.0g","1.3g","","4.7g","55.6g","","","","—","0.33mg","0.11mg","1.20mg","","68mg","340mg","1070mg","1.0mg","163mg","4.0mg","1.93mg","1.20μg","0.52mg","1.31mg","","23.2%","14.8%","59.0%","97.0%"
"366","44","眉豆[饭豇豆](干)","","","100%","12.0g","1472kJ","18.6g","1.1g","","2.7g","65.6g","","","","—","0.15mg","0.18mg","2.10mg","","60mg","310mg","525mg","86.5mg","171mg","5.5mg","4.70mg","2.90μg","0.86mg","2.14mg","","29.3%","13.2%","57.5%","100.0%"
"367","44","豇豆(干)","","","100%","10.9g","1488kJ","19.3g","1.2g","","3.0g","65.6g","","60.0μg","","—","0.16mg","0.08mg","1.90mg","","40mg","344mg","737mg","6.8mg","36mg","7.1mg","3.04mg","5.70μg","2.10mg","1.07mg","","33.5%","16.2%","49.9%","99.6%"
"368","44","豌豆(干)","","","100%","10.4g","1504kJ","20.3g","1.1g","","2.4g","65.8g","","250.0μg","","—","0.49mg","0.14mg","2.40mg","","97mg","259mg","823mg","9.7mg","118mg","4.9mg","2.35mg","1.70μg","0.47mg","1.15mg","","19.6%","22.0%","58.3%","99.9%"
"369","44","鹰嘴豆[桃豆]","","","100%","11.3g","1536kJ","21.2g","4.2g","—","3.3g","60.0g","","86.0μg","0.0μg","—","0.41mg","0.25mg","—","3.5mg","150mg","450mg","830mg","6.0mg","210mg","3.4mg","1.50mg","—","0.44mg","2.20mg","—","—","—","—","—"
"370","44","荆豆(干)","","","100%","9.0g","1755kJ","43.6g","14.3g","","4.6g","28.5g","","250.0μg","","—","","0.25mg","1.80mg","0.0mg","207mg","785mg","","","","7.3mg","","","","","","—","—","—","—"
"371","45","白萝卜[莱菔](鲜)","","","95%","93.4g","104kJ","0.9g","0.1g","","0.6g","5.0g","","20.0μg","","—","0.02mg","0.03mg","0.30mg","21.0mg","36mg","26mg","173mg","61.8mg","16mg","0.5mg","0.30mg","0.60μg","0.04mg","0.09mg","","—","—","—","—"
"372","45","变萝卜[红皮萝卜]","","","94%","91.6g","133kJ","1.2g","0.1g","","0.7g","6.4g","","20.0μg","","—","0.03mg","0.04mg","0.60mg","24.0mg","45mg","33mg","167mg","68.0mg","22mg","0.6mg","0.29mg","1.10μg","0.04mg","0.10mg","","—","—","—","—"
"373","45","红旦旦萝卜","","","95%","94.4g","87kJ","0.8g","","","0.5g","4.3g","","","","—","0.01mg","","","4.0mg","9mg","43mg","63mg","20.1mg","11mg","2.9mg","0.32mg","1.40μg","","0.05mg","","—","—","—","—"
"374","45","红萝卜","","","97%","93.8g","99kJ","1.0g","0.1g","","0.5g","4.6g","","","","—","0.05mg","0.02mg","0.10mg","3.0mg","11mg","26mg","110mg","62.7mg","16mg","2.8mg","0.69mg","","","0.06mg","","—","—","—","—"
"375","45","红心萝卜","","","94%","88.0g","187kJ","1.2g","","","1.0g","9.8g","","80.0μg","","—","0.02mg","0.02mg","0.10mg","20.0mg","86mg","30mg","385mg","49.1mg","23mg","0.9mg","0.74mg","0.70μg","0.05mg","0.08mg","","—","—","—","—"
"376","45","青萝卜","","","95%","91.0g","145kJ","1.3g","0.2g","","0.7g","6.8g","","60.0μg","","—","0.04mg","0.06mg","","14.0mg","40mg","34mg","232mg","69.9mg","12mg","0.8mg","0.34mg","0.60μg","0.02mg","0.12mg","","—","—","—","—"
"377","45","水萝卜[脆萝卜]","","","93%","92.9g","107kJ","0.8g","","","0.8g","5.5g","","250.0μg","","—","0.03mg","0.05mg","","45.0mg","","","","9.7mg","","","0.49mg","","0.01mg","0.05mg","","—","—","—","—"
"378","45","小水萝卜[算盘子，红皮萝卜]","","","66%","93.9g","97kJ","1.1g","0.2g","","0.6g","4.2g","","20.0μg","","—","0.02mg","0.04mg","0.40mg","22.0mg","32mg","21mg","286mg","33.5mg","17mg","0.4mg","0.21mg","0.60μg","0.03mg","0.09mg","","—","—","—","—"
"379","45","心里美萝卜","","","88%","93.5g","104kJ","0.8g","0.2g","","0.6g","4.9g","","10.0μg","","—","0.02mg","0.04mg","0.40mg","23.0mg","68mg","24mg","116mg","85.4mg","34mg","0.5mg","0.17mg","1.00μg","0.06mg","0.08mg","","—","—","—","—"
"380","45","胡萝卜(红)[金笋，丁香萝卜]","","","96%","89.2g","174kJ","1.0g","0.2g","","0.8g","8.8g","","4130.0μg","","—","0.04mg","0.03mg","0.60mg","13.0mg","32mg","27mg","190mg","71.4mg","14mg","1.0mg","0.23mg","0.60μg","0.08mg","0.24mg","","—","—","—","—"
"381","45","胡萝卜(黄)","","","97%","87.4g","205kJ","1.4g","0.2g","","0.8g","10.2g","","4010.0μg","","—","0.04mg","0.04mg","0.20mg","16.0mg","32mg","16mg","193mg","25.1mg","7mg","0.5mg","0.14mg","2.80μg","0.03mg","0.07mg","","—","—","—","—"
"382","45","芥菜头[大头菜，水芥]","","","83%","89.6g","166kJ","1.9g","0.2g","","0.9g","7.4g","","","","—","0.06mg","0.02mg","0.60mg","34.0mg","65mg","36mg","243mg","65.6mg","19mg","0.8mg","0.39mg","1.00μg","0.09mg","0.15mg","","—","—","—","—"
"383","45","苤蓝[玉蔓菁，球茎甘蓝]","","","78%","90.8g","149kJ","1.3g","0.2g","","0.7g","7.0g","","20.0μg","","—","0.04mg","0.02mg","0.50mg","41.0mg","25mg","46mg","190mg","29.8mg","24mg","0.3mg","0.17mg","0.20μg","0.02mg","0.11mg","","—","—","—","—"
"384","45","甜菜根[甜菜头，糖萝卜](鲜)","","","90%","74.8g","420kJ","1.0g","0.1g","","0.6g","23.5g","","","","—","0.05mg","0.04mg","0.20mg","8.0mg","56mg","18mg","254mg","20.8mg","38mg","0.9mg","0.31mg","0.30μg","0.15mg","0.86mg","","—","—","—","—"
"385","46","扁豆[月亮菜]","","","91%","88.3g","193kJ","2.7g","0.2g","","0.6g","8.2g","","150.0μg","","—","0.04mg","0.07mg","0.90mg","13.0mg","38mg","54mg","178mg","3.8mg","34mg","1.9mg","0.72mg","0.90μg","0.12mg","0.34mg","","—","—","—","—"
"386","46","刀豆(鲜)","","","92%","89.0g","183kJ","3.1g","0.3g","","0.6g","7.0g","","220.0μg","","—","0.05mg","0.07mg","1.00mg","15.0mg","49mg","57mg","209mg","8.5mg","29mg","4.6mg","0.84mg","0.90μg","0.09mg","0.45mg","","—","—","—","—"
"387","46","豆角","","","96%","90.0g","164kJ","2.5g","0.2g","","0.6g","6.7g","","200.0μg","","—","0.05mg","0.07mg","0.90mg","18.0mg","29mg","55mg","207mg","3.4mg","35mg","1.5mg","0.54mg","2.20μg","0.15mg","0.41mg","","—","—","—","—"
"388","46","豆角(鲜,白)","","","97%","89.7g","171kJ","2.2g","0.2g","","0.5g","7.4g","","580.0μg","","—","0.06mg","0.04mg","0.90mg","39.0mg","26mg","40mg","192mg","9.5mg","28mg","0.8mg","0.60mg","1.60μg","0.10mg","0.78mg","","—","—","—","—"
"389","46","荷兰豆","","","88%","91.9g","137kJ","2.5g","0.3g","","0.4g","4.9g","","480.0μg","","—","0.09mg","0.04mg","0.70mg","16.0mg","51mg","19mg","116mg","8.8mg","16mg","0.9mg","0.50mg","0.40μg","0.06mg","0.48mg","","—","—","—","—"
"390","46","龙豆(鲜)","","","98%","90.0g","166kJ","3.7g","0.5g","","0.8g","5.0g","","520.0μg","","—","0.04mg","0.06mg","1.00mg","11.0mg","147mg","54mg","142mg","4.1mg","46mg","1.3mg","0.46mg","4.10μg","0.35mg","0.19mg","","—","—","—","—"
"391","46","毛豆[青豆，菜用大豆](鲜)","","","53%","69.6g","586kJ","13.1g","5.0g","","1.8g","10.5g","","130.0μg","","—","0.15mg","0.07mg","1.40mg","27.0mg","135mg","188mg","478mg","3.9mg","70mg","3.5mg","1.73mg","2.50μg","0.54mg","1.20mg","","—","—","—","—"
"392","46","四季豆[菜豆]","","","96%","91.3g","146kJ","2.0g","0.4g","","0.6g","5.7g","","210.0μg","","—","0.04mg","0.07mg","0.40mg","6.0mg","42mg","51mg","123mg","8.6mg","27mg","1.5mg","0.23mg","0.40μg","0.11mg","0.18mg","","—","—","—","—"
"393","46","豌豆(带荚,鲜)[回回豆]","","","42%","70.2g","497kJ","7.4g","0.3g","","0.9g","21.2g","","220.0μg","","—","0.43mg","0.09mg","2.30mg","14.0mg","21mg","127mg","332mg","1.2mg","43mg","1.7mg","1.29mg","1.70μg","0.22mg","0.65mg","","—","—","—","—"
"394","46","豌豆尖","","","100%","42.1g","969kJ","3.1g","","","0.9g","53.9g","","2710.0μg","","—","0.07mg","0.23mg","","11.0mg","17mg","65mg","160mg","3.2mg","24mg","5.1mg","0.93mg","1.90μg","0.06mg","0.98mg","","—","—","—","—"
"395","46","油豆角[多花菜豆](鲜)","","","99%","92.2g","118kJ","2.4g","0.3g","","1.2g","3.9g","","160.0μg","","—","0.07mg","0.08mg","1.40mg","11.0mg","69mg","56mg","240mg","3.3mg","35mg","1.9mg","0.38mg","1.10μg","0.61mg","0.12mg","","—","—","—","—"
"396","46","芸豆(鲜)","","","96%","91.1g","143kJ","0.8g","0.1g","","0.6g","7.4g","","240.0μg","","—","0.33mg","0.06mg","0.80mg","9.0mg","88mg","37mg","112mg","4.0mg","16mg","1.0mg","1.04mg","0.20μg","0.24mg","0.44mg","","—","—","—","—"
"397","46","豇豆","","","97%","90.3g","161kJ","2.9g","0.3g","","0.6g","5.9g","","250.0μg","","—","0.07mg","0.09mg","1.40mg","19.0mg","27mg","63mg","112mg","2.2mg","31mg","0.5mg","0.54mg","0.70μg","0.14mg","0.37mg","","—","—","—","—"
"398","46","豇豆(长)","","","98%","90.8g","152kJ","2.7g","0.2g","","0.5g","5.8g","","120.0μg","","—","0.07mg","0.07mg","0.80mg","18.0mg","42mg","50mg","145mg","4.6mg","43mg","1.0mg","0.94mg","1.40μg","0.11mg","0.39mg","","—","—","—","—"
"399","46","黄豆芽","","","100%","88.8g","212kJ","4.5g","1.6g","","0.6g","4.5g","","30.0μg","","—","0.04mg","0.07mg","0.60mg","8.0mg","21mg","74mg","160mg","7.2mg","21mg","0.9mg","0.54mg","1.00μg","0.14mg","0.34mg","","19.9%","28.7%","51.1%","99.7%"
"400","46","绿豆芽","","","100%","94.6g","89kJ","2.1g","0.1g","","0.3g","2.9g","","20.0μg","","—","0.05mg","0.06mg","0.50mg","6.0mg","9mg","37mg","68mg","4.4mg","18mg","0.6mg","0.35mg","0.50μg","0.10mg","0.10mg","","30.4%","15.6%","48.6%","94.6%"
"401","46","豌豆苗","","","86%","89.6g","176kJ","4.0g","0.8g","","1.0g","4.6g","","2667.0μg","","—","0.05mg","0.11mg","1.10mg","67.0mg","40mg","67mg","222mg","18.5mg","21mg","4.2mg","0.77mg","1.10μg","0.20mg","0.76mg","","—","—","—","—"
"402","47","茄子(均值)","","","93%","93.4g","109kJ","1.1g","0.2g","","0.4g","4.9g","","50.0μg","","—","0.02mg","0.04mg","0.60mg","5.0mg","24mg","23mg","142mg","5.4mg","13mg","0.5mg","0.23mg","0.50μg","0.10mg","0.13mg","","—","—","—","—"
"403","47","茄子(圆)","","","95%","91.2g","148kJ","1.6g","0.2g","","0.3g","6.7g","","","","—","0.03mg","0.03mg","","1.0mg","5mg","19mg","112mg","3.2mg","17mg","1.8mg","0.29mg","0.50μg","0.11mg","0.10mg","","—","—","—","—"
"404","47","茄子(紫皮，长)","","","96%","93.1g","113kJ","1.0g","0.1g","","0.4g","5.4g","","180.0μg","","—","0.03mg","0.03mg","0.60mg","7.0mg","55mg","28mg","136mg","6.4mg","15mg","0.4mg","0.16mg","0.60μg","0.07mg","0.14mg","","—","—","—","—"
"405","47","番茄[西红柿]","","","97%","94.4g","91kJ","0.9g","0.2g","","0.5g","4.0g","","550.0μg","","—","0.03mg","0.03mg","0.60mg","19.0mg","10mg","23mg","163mg","5.0mg","9mg","0.4mg","0.13mg","0.20μg","0.06mg","0.08mg","","—","—","—","—"
"406","47","奶柿子[西红柿]","","","100%","95.6g","68kJ","0.6g","0.1g","","0.5g","3.2g","","530.0μg","","—","0.05mg","0.02mg","1.00mg","8.0mg","15mg","21mg","163mg","8.3mg","9mg","0.4mg","0.14mg","0.10μg","0.45mg","0.06mg","","—","—","—","—"
"407","47","辣椒(红，尖，干)","","","88%","14.6g","1595kJ","15.0g","12.0g","","5.7g","52.7g","","","","—","0.53mg","0.16mg","1.20mg","","12mg","298mg","1085mg","4.0mg","131mg","6.0mg","8.21mg","","0.61mg","11.70mg","","—","—","—","—"
"408","47","辣椒(红，小)","","","80%","88.8g","188kJ","1.3g","0.4g","","0.6g","8.9g","","1390.0μg","","—","0.03mg","0.06mg","0.80mg","144.0mg","37mg","95mg","222mg","2.6mg","16mg","1.4mg","0.30mg","1.90μg","0.11mg","0.18mg","","—","—","—","—"
"409","47","辣椒(青，尖)","","","84%","91.9g","133kJ","1.4g","0.3g","","0.6g","5.8g","","340.0μg","","—","0.03mg","0.04mg","0.50mg","62.0mg","15mg","33mg","209mg","2.2mg","15mg","0.7mg","0.22mg","0.60μg","0.11mg","0.14mg","","—","—","—","—"
"410","47","甜椒[灯笼椒，柿子椒]","","","82%","93.0g","116kJ","1.0g","0.2g","","0.4g","5.4g","","340.0μg","","—","0.03mg","0.03mg","0.90mg","72.0mg","14mg","20mg","142mg","3.3mg","12mg","0.8mg","0.19mg","0.40μg","0.09mg","0.12mg","","—","—","—","—"
"411","47","葫子","","","85%","92.2g","131kJ","0.7g","0.1g","","0.2g","6.8g","","980.0μg","","—","0.01mg","0.06mg","0.70mg","29.0mg","49mg","27mg","73mg","1.2mg","10mg","","0.56mg","4.40μg","0.87mg","","","—","—","—","—"
"412","47","秋葵[黄秋葵，羊角豆]","","","88%","86.2g","225kJ","2.0g","0.1g","","0.7g","11.0g","","310.0μg","","—","0.05mg","0.09mg","1.00mg","4.0mg","45mg","65mg","95mg","3.9mg","29mg","0.1mg","0.23mg","0.50μg","0.07mg","0.28mg","","—","—","—","—"
"413","47","樱桃番茄[小西红柿]","","","98%","92.5g","107kJ","1.0g","0.2g","—","0.5g","5.8g","1.80g","332.0μg","0.0μg","0.73mg","0.03mg","0.02mg","0.92mg","33.0mg","6mg","26mg","262mg","10.0mg","12mg","0.3mg","0.20mg","0.20μg","0.04mg","0.06mg","0.1μg","—","—","—","—"
"414","47","甜椒[灯笼椒、柿子椒]","","","82%","94.6g","77kJ","1.0g","0.2g","—","0.4g","3.8g","1.30g","76.0μg","0.0μg","0.40mg","0.02mg","0.02mg","0.39mg","130.0mg","—","—","—","—","—","—","—","0.40μg","—","—","—","—","—","—","—"
"415","47","彩椒","","","83%","91.5g","109kJ","1.3g","0.2g","—","0.6g","6.4g","3.30g","794.0μg","0.0μg","—","0.05mg","0.05mg","1.09mg","104.0mg","9mg","26mg","278mg","6.8mg","18mg","0.5mg","0.18mg","0.10μg","0.06mg","0.09mg","—","—","—","—","—"
"416","47","秋葵[黄秋葵、羊角豆]","","","98%","91.2g","104kJ","1.8g","0.2g","—","0.6g","6.2g","4.40g","238.0μg","0.0μg","0.00mg","0.06mg","0.05mg","0.42mg","7.2mg","101mg","41mg","19mg","8.7mg","38mg","0.2mg","0.24mg","0.50μg","0.03mg","0.13mg","Tr","—","—","—","—"
"417","47","白瓜","","","83%","96.2g","59kJ","0.9g","","","0.3g","2.6g","","","","—","0.02mg","0.04mg","0.10mg","16.0mg","6mg","11mg","70mg","1.0mg","8mg","0.1mg","0.04mg","1.10μg","0.01mg","0.11mg","","—","—","—","—"
"418","47","菜瓜[生瓜，白瓜]","","","88%","95.0g","84kJ","0.6g","0.2g","","0.3g","3.9g","","20.0μg","","—","0.02mg","0.01mg","0.20mg","12.0mg","20mg","14mg","136mg","1.6mg","15mg","0.5mg","0.10mg","0.60μg","0.03mg","0.03mg","","—","—","—","—"
"419","47","冬瓜","","","80%","96.6g","58kJ","0.4g","0.2g","","0.2g","2.6g","","80.0μg","","—","0.01mg","0.01mg","0.30mg","18.0mg","19mg","12mg","78mg","1.8mg","8mg","0.2mg","0.07mg","0.20μg","0.07mg","0.03mg","","—","—","—","—"
"420","47","佛手瓜[棒瓜，菜肴梨]","","","100%","94.3g","89kJ","1.2g","0.1g","","0.6g","3.8g","","20.0μg","","—","0.01mg","0.10mg","0.10mg","8.0mg","17mg","18mg","76mg","1.0mg","10mg","0.1mg","0.08mg","1.40μg","0.02mg","0.03mg","","—","—","—","—"
"421","47","葫芦[长瓜，蒲瓜，瓠瓜]","","","87%","95.3g","75kJ","0.7g","0.1g","","0.4g","3.5g","","40.0μg","","—","0.02mg","0.01mg","0.40mg","11.0mg","16mg","15mg","87mg","0.6mg","7mg","0.4mg","0.14mg","0.50μg","0.04mg","0.08mg","","—","—","—","—"
"422","47","黄瓜[胡瓜](鲜)","","","92%","95.8g","70kJ","0.8g","0.2g","","0.3g","2.9g","","90.0μg","","—","0.02mg","0.03mg","0.20mg","9.0mg","24mg","24mg","102mg","4.9mg","15mg","0.5mg","0.18mg","0.40μg","0.05mg","0.06mg","","—","—","—","—"
"423","47","节瓜[毛瓜]","","","92%","95.6g","72kJ","0.6g","0.1g","","0.3g","3.4g","","","","—","0.02mg","0.05mg","0.40mg","39.0mg","4mg","13mg","40mg","0.2mg","7mg","0.1mg","0.08mg","0.30μg","0.02mg","0.10mg","","—","—","—","—"
"424","47","金瓜","","","82%","95.6g","70kJ","0.5g","0.1g","","0.4g","3.4g","","60.0μg","","—","0.02mg","0.02mg","0.60mg","2.0mg","17mg","10mg","152mg","0.9mg","8mg","0.9mg","0.17mg","0.30μg","0.04mg","","","—","—","—","—"
"425","47","苦瓜[凉瓜，癞瓜](鲜)","","","81%","93.4g","104kJ","1.0g","0.1g","","0.6g","4.9g","","100.0μg","","—","0.03mg","0.03mg","0.40mg","56.0mg","14mg","35mg","256mg","2.5mg","18mg","0.7mg","0.36mg","0.40μg","0.06mg","0.16mg","","—","—","—","—"
"426","47","南瓜[倭瓜，番瓜](鲜)","","","85%","93.5g","106kJ","0.7g","0.1g","","0.4g","5.3g","","890.0μg","","—","0.03mg","0.04mg","0.40mg","8.0mg","16mg","24mg","145mg","0.8mg","8mg","0.4mg","0.14mg","0.50μg","0.03mg","0.08mg","","—","—","—","—"
"427","47","南瓜粉","","","100%","6.2g","1552kJ","7.1g","2.1g","","5.0g","79.6g","","60.0μg","","—","0.04mg","0.70mg","12.50mg","7.0mg","171mg","307mg","411mg","83.6mg","18mg","27.8mg","1.40mg","2.30μg","0.90mg","0.69mg","","—","—","—","—"
"428","47","蛇瓜[蛇豆，大豆角]","","","89%","94.1g","96kJ","1.5g","0.1g","","0.4g","3.9g","","20.0μg","","—","0.10mg","0.03mg","0.10mg","4.0mg","191mg","14mg","763mg","2.2mg","47mg","1.2mg","0.42mg","0.30μg","0.04mg","0.16mg","","—","—","—","—"
"429","47","丝瓜","","","83%","94.3g","96kJ","1.0g","0.2g","","0.3g","4.2g","","90.0μg","","—","0.02mg","0.04mg","0.40mg","5.0mg","14mg","29mg","115mg","2.6mg","11mg","0.4mg","0.21mg","0.90μg","0.06mg","0.06mg","","—","—","—","—"
"430","47","笋瓜[生瓜]","","","91%","96.1g","61kJ","0.5g","","","0.3g","3.1g","","100.0μg","","—","0.04mg","0.02mg","","5.0mg","14mg","27mg","96mg","","7mg","0.6mg","0.09mg","","0.03mg","0.05mg","","—","—","—","—"
"431","47","西葫芦","","","73%","94.9g","86kJ","0.8g","0.2g","","0.3g","3.8g","","30.0μg","","—","0.01mg","0.03mg","0.20mg","6.0mg","15mg","17mg","92mg","5.0mg","9mg","0.3mg","0.12mg","0.30μg","0.03mg","0.04mg","","—","—","—","—"
"432","47","飞碟瓜","","","91%","94.1g","73kJ","1.0g","0.1g","—","0.4g","4.4g","2.50g","47.0μg","0.0μg","—","0.02mg","0.02mg","0.25mg","3.0mg","32mg","29mg","119mg","4.3mg","16mg","0.4mg","0.20mg","0.20μg","0.04mg","0.04mg","0.7μg","—","—","—","—"
"433","47","黄茎瓜","","","100%","95.4g","88kJ","1.2g","0.9g","—","0.5g","2.0g","","680.0μg","0.0μg","—","0.03mg","0.02mg","—","Tr","—","17mg","—","—","—","—","0.29mg","0.20μg","—","—","—","—","—","—","—"
"434","47","秋黄瓜[旱黄瓜]","","","92%","96.0g","57kJ","0.9g","0.2g","—","0.4g","2.5g","0.90g","40.0μg","0.0μg","0.00mg","0.02mg","0.01mg","—","—","9mg","23mg","141mg","2.2mg","9mg","0.2mg","0.17mg","0.10μg","0.03mg","0.07mg","0.2μg","—","—","—","—"
"435","47","南瓜(栗面)","","","74%","88.8g","153kJ","1.4g","0.1g","—","0.9g","8.8g","2.70g","1518.0μg","0.0μg","1.90mg","0.03mg","0.04mg","0.52mg","5.0mg","16mg","56mg","445mg","11.0mg","9mg","0.4mg","0.22mg","0.50μg","0.04mg","0.03mg","—","—","—","—","—"
"436","48","大蒜[蒜头](鲜)","","","85%","66.6g","553kJ","4.5g","0.2g","","1.1g","27.6g","","30.0μg","","—","0.04mg","0.06mg","0.60mg","7.0mg","39mg","117mg","302mg","19.6mg","21mg","1.2mg","0.88mg","3.10μg","0.22mg","0.29mg","","—","—","—","—"
